Payment Data,TransactionNumber,Clean1,Clean2,Clean3,First_Name,Clean4,Last_Name,Clean5,Customer_ContactNumber,Clean6,Clean7,Clean8,UPI_Method,Card_Name,Clean9,Clean10,Clean11,Clean12,Clean13,Clean14,Date_length,Month,Day,Year,TransactionNumber,Full_Name,Customer_ContactNumber,Date,Payment_Gateway,Payment_Method,Amount,Platform,Campaign
TRXNO0005612//12192024|Siddharth|MalhotraMob709408478//PayU*Debit Card1499,TRXNO0005612,12192024|Siddharth|MalhotraMob709408478,PayU*Debit Card1499,12192024,Siddharth,MalhotraMob709408478,Malhotra,709408478,709408478,,,,,PayU,Debit Card1499,debit card1499,debit card1499,1499,debit card,debit card,8,12,19,2024,TRXNO0005612,Siddharth Malhotra,709408478,12/19/2024,PayU,Debit Card,1499,YouTube,Grow with Us
TRXNO0005613//12182024|Arjun|GuptaMob609498482*GoogleP@y2499,TRXNO0005613,12182024|Arjun|GuptaMob609498482*GoogleP@y2499,,12182024,Arjun,GuptaMob609498482*GoogleP@y2499,Gupta,609498482*GoogleP@y2499,609498482,GoogleP@y2499,GoogleP@y2499,2499,Googlep@Y,,,,,,,,8,12,18,2024,TRXNO0005613,Arjun Gupta,609498482,12/18/2024,Googlep@Y,UPI,2499,Instagram,Grow with Us
TRXNO0005614//12192024|Madhav|VermaMob600398520//PayU*Debit Card3499,TRXNO0005614,12192024|Madhav|VermaMob600398520,PayU*Debit Card3499,12192024,Madhav,VermaMob600398520,Verma,600398520,600398520,,,,,PayU,Debit Card3499,debit card3499,debit card3499,3499,debit card,debit card,8,12,19,2024,TRXNO0005614,Madhav Verma,600398520,12/19/2024,PayU,Debit Card,3499,Instagram,Train to Gain
TRXNO0005615//12232024|Vidya|VermaMob600488524//Razorpay*CredIt Card1499,TRXNO0005615,12232024|Vidya|VermaMob600488524,Razorpay*CredIt Card1499,12232024,Vidya,VermaMob600488524,Verma,600488524,600488524,,,,,Razorpay,CredIt Card1499,credit card1499,credit card1499,1499,credit card,credit card,8,12,23,2024,TRXNO0005615,Vidya Verma,600488524,12/23/2024,Razorpay,Credit Card,1499,Instagram,Unlock Your Potential
TRXNO0005616//12192024|Shilpa|KapoorMob600668531//Razorpay*CredItCard3999,TRXNO0005616,12192024|Shilpa|KapoorMob600668531,Razorpay*CredItCard3999,12192024,Shilpa,KapoorMob600668531,Kapoor,600668531,600668531,,,,,Razorpay,CredItCard3999,creditcard3999,credit card3999,3999,credit card,credit card,8,12,19,2024,TRXNO0005616,Shilpa Kapoor,600668531,12/19/2024,Razorpay,Credit Card,3999,Instagram,Unlock Your Potential
TRXNO0005617//12232024|Aditi|VermaMob701388561//PayU*Debit_Card2499,TRXNO0005617,12232024|Aditi|VermaMob701388561,PayU*Debit_Card2499,12232024,Aditi,VermaMob701388561,Verma,701388561,701388561,,,,,PayU,Debit_Card2499,debit_card2499,debit card2499,2499,debit card,debit card,8,12,23,2024,TRXNO0005617,Aditi Verma,701388561,12/23/2024,PayU,Debit Card,2499,Instagram,Train to Gain
TRXNO0005618//12212024|Yuvraj|MalhotraMob601568569//PayU*CReDIT Card3499,TRXNO0005618,12212024|Yuvraj|MalhotraMob601568569,PayU*CReDIT Card3499,12212024,Yuvraj,MalhotraMob601568569,Malhotra,601568569,601568569,,,,,PayU,CReDIT Card3499,credit card3499,credit card3499,3499,credit card,credit card,8,12,21,2024,TRXNO0005618,Yuvraj Malhotra,601568569,12/21/2024,PayU,Credit Card,3499,Instagram,Unlock Your Potential
TRXNO0005619//12192024|Uday|ChoudharyMob602828622*Google pay1499,TRXNO0005619,12192024|Uday|ChoudharyMob602828622*Google pay1499,,12192024,Uday,ChoudharyMob602828622*Google pay1499,Choudhary,602828622*Google pay1499,602828622,Google pay1499,Google pay1499,1499,Google Pay,,,,,,,,8,12,19,2024,TRXNO0005619,Uday Choudhary,602828622,12/19/2024,Google Pay,UPI,1499,Instagram,Unlock Your Potential
TRXNO0005620//12122024|Mohan|SharmaMob602918626//PayU*CReDIT Card2499,TRXNO0005620,12122024|Mohan|SharmaMob602918626,PayU*CReDIT Card2499,12122024,Mohan,SharmaMob602918626,Sharma,602918626,602918626,,,,,PayU,CReDIT Card2499,credit card2499,credit card2499,2499,credit card,credit card,8,12,12,2024,TRXNO0005620,Mohan Sharma,602918626,12/12/2024,PayU,Credit Card,2499,Instagram,Grow with Us
TRXNO0005621//12222024|Sonali|YadavMob703638656//PayU*DebitCard3499,TRXNO0005621,12222024|Sonali|YadavMob703638656,PayU*DebitCard3499,12222024,Sonali,YadavMob703638656,Yadav,703638656,703638656,,,,,PayU,DebitCard3499,debitcard3499,debit card3499,3499,debit card,debit card,8,12,22,2024,TRXNO0005621,Sonali Yadav,703638656,12/22/2024,PayU,Debit Card,3499,Instagram,Grow with Us
TRXNO0005622//12232024|Aditi|RaoMob703728660*Amazon PAy2499,TRXNO0005622,12232024|Aditi|RaoMob703728660*Amazon PAy2499,,12232024,Aditi,RaoMob703728660*Amazon PAy2499,Rao,703728660*Amazon PAy2499,703728660,Amazon PAy2499,Amazon PAy2499,2499,Amazon Pay,,,,,,,,8,12,23,2024,TRXNO0005622,Aditi Rao,703728660,12/23/2024,Amazon Pay,UPI,2499,YouTube,Train to Gain
TRXNO0005623//12162024|Dev|GuptaMob605168720//Razorpay*Debit2499,TRXNO0005623,12162024|Dev|GuptaMob605168720,Razorpay*Debit2499,12162024,Dev,GuptaMob605168720,Gupta,605168720,605168720,,,,,Razorpay,Debit2499,debit2499,debit2499,2499,debit,debit card,8,12,16,2024,TRXNO0005623,Dev Gupta,605168720,12/16/2024,Razorpay,Debit Card,2499,Instagram,Unlock Your Potential
TRXNO0005624//12112024|Tejas|MalhotraMob705020204//Razorpay*Credit Card2499,TRXNO0005624,12112024|Tejas|MalhotraMob705020204,Razorpay*Credit Card2499,12112024,Tejas,MalhotraMob705020204,Malhotra,705020204,705020204,,,,,Razorpay,Credit Card2499,credit card2499,credit card2499,2499,credit card,credit card,8,12,11,2024,TRXNO0005624,Tejas Malhotra,705020204,12/11/2024,Razorpay,Credit Card,2499,Instagram,Unlock Your Potential
TRXNO0005625//12192024|Sonali|BansalMob605348728//Razorpay*DebitCard2499,TRXNO0005625,12192024|Sonali|BansalMob605348728,Razorpay*DebitCard2499,12192024,Sonali,BansalMob605348728,Bansal,605348728,605348728,,,,,Razorpay,DebitCard2499,debitcard2499,debit card2499,2499,debit card,debit card,8,12,19,2024,TRXNO0005625,Sonali Bansal,605348728,12/19/2024,Razorpay,Debit Card,2499,Instagram,Unlock Your Potential
TRXNO0005626//12172024|Jaidev|PatelMob705528735//Razorpay*Debit C@rd1499,TRXNO0005626,12172024|Jaidev|PatelMob705528735,Razorpay*Debit C@rd1499,12172024,Jaidev,PatelMob705528735,Patel,705528735,705528735,,,,,Razorpay,Debit C@rd1499,debit c@rd1499,debit card1499,1499,debit card,debit card,8,12,17,2024,TRXNO0005626,Jaidev Patel,705528735,12/17/2024,Razorpay,Debit Card,1499,Instagram,Unlock Your Potential
TRXNO0005627//12162024|Hemant|BansalMob705708743*G0gle pay3499,TRXNO0005627,12162024|Hemant|BansalMob705708743*G0gle pay3499,,12162024,Hemant,BansalMob705708743*G0gle pay3499,Bansal,705708743*G0gle pay3499,705708743,G0gle pay3499,G0gle pay3499,0,Ggle Pay3499,,,,,,,,8,12,16,2024,TRXNO0005627,Hemant Bansal,705708743,12/16/2024,Ggle Pay3499,UPI,0,Instagram,Unlock Your Potential
TRXNO0005628//12252024|Ishita|MehtaMob606158762//Razorpay*CreditC@rd2499,TRXNO0005628,12252024|Ishita|MehtaMob606158762,Razorpay*CreditC@rd2499,12252024,Ishita,MehtaMob606158762,Mehta,606158762,606158762,,,,,Razorpay,CreditC@rd2499,creditc@rd2499,credit card2499,2499,credit card,credit card,8,12,25,2024,TRXNO0005628,Ishita Mehta,606158762,12/25/2024,Razorpay,Credit Card,2499,Instagram,Grow with Us
TRXNO0005629//12192024|Tarun|BansalMob706428773//Razorpay*Credit Card1499,TRXNO0005629,12192024|Tarun|BansalMob706428773,Razorpay*Credit Card1499,12192024,Tarun,BansalMob706428773,Bansal,706428773,706428773,,,,,Razorpay,Credit Card1499,credit card1499,credit card1499,1499,credit card,credit card,8,12,19,2024,TRXNO0005629,Tarun Bansal,706428773,12/19/2024,Razorpay,Credit Card,1499,YouTube,Train to Gain
TRXNO0005630//12182024|Juhi|RaoMob606518777//PayU*DebItC@rd2499,TRXNO0005630,12182024|Juhi|RaoMob606518777,PayU*DebItC@rd2499,12182024,Juhi,RaoMob606518777,Rao,606518777,606518777,,,,,PayU,DebItC@rd2499,debitc@rd2499,debit card2499,2499,debit card,debit card,8,12,18,2024,TRXNO0005630,Juhi Rao,606518777,12/18/2024,PayU,Debit Card,2499,Instagram,Unlock Your Potential
TRXNO0005631//12222024|Manish|TiwariMob706698784//PayU*Credit Card3499,TRXNO0005631,12222024|Manish|TiwariMob706698784,PayU*Credit Card3499,12222024,Manish,TiwariMob706698784,Tiwari,706698784,706698784,,,,,PayU,Credit Card3499,credit card3499,credit card3499,3499,credit card,credit card,8,12,22,2024,TRXNO0005631,Manish Tiwari,706698784,12/22/2024,PayU,Credit Card,3499,Instagram,Unlock Your Potential
TRXNO0005632//12162024|Chetan|MehtaMob706788788//PayU*Credit_Card3499,TRXNO0005632,12162024|Chetan|MehtaMob706788788,PayU*Credit_Card3499,12162024,Chetan,MehtaMob706788788,Mehta,706788788,706788788,,,,,PayU,Credit_Card3499,credit_card3499,credit card3499,3499,credit card,credit card,8,12,16,2024,TRXNO0005632,Chetan Mehta,706788788,12/16/2024,PayU,Credit Card,3499,Facebook,Train to Gain
TRXNO0005633//12102024|Chetan|BansalMob706968796//Razorpay*CredIt Card3499,TRXNO0005633,12102024|Chetan|BansalMob706968796,Razorpay*CredIt Card3499,12102024,Chetan,BansalMob706968796,Bansal,706968796,706968796,,,,,Razorpay,CredIt Card3499,credit card3499,credit card3499,3499,credit card,credit card,8,12,10,2024,TRXNO0005633,Chetan Bansal,706968796,12/10/2024,Razorpay,Credit Card,3499,Instagram,Unlock Your Potential
TRXNO0005634//12182024|Jatin|GhoshMob707508818//Razorpay*CredItCard2499,TRXNO0005634,12182024|Jatin|GhoshMob707508818,Razorpay*CredItCard2499,12182024,Jatin,GhoshMob707508818,Ghosh,707508818,707508818,,,,,Razorpay,CredItCard2499,creditcard2499,credit card2499,2499,credit card,credit card,8,12,18,2024,TRXNO0005634,Jatin Ghosh,707508818,12/18/2024,Razorpay,Credit Card,2499,YouTube,Train to Gain
TRXNO0005635//12182024|Nalini|NairMob607688826//Razorpay*DEbit Card2499,TRXNO0005635,12182024|Nalini|NairMob607688826,Razorpay*DEbit Card2499,12182024,Nalini,NairMob607688826,Nair,607688826,607688826,,,,,Razorpay,DEbit Card2499,debit card2499,debit card2499,2499,debit card,debit card,8,12,18,2024,TRXNO0005635,Nalini Nair,607688826,12/18/2024,Razorpay,Debit Card,2499,Instagram,Unlock Your Potential
TRXNO0005636//12112024|Indrajit|VermaMob708080409//PayU*CreditCard2499,TRXNO0005636,12112024|Indrajit|VermaMob708080409,PayU*CreditCard2499,12112024,Indrajit,VermaMob708080409,Verma,708080409,708080409,,,,,PayU,CreditCard2499,creditcard2499,credit card2499,2499,credit card,credit card,8,12,11,2024,TRXNO0005636,Indrajit Verma,708080409,12/11/2024,PayU,Credit Card,2499,Instagram,Unlock Your Potential
TRXNO0005637//12142024|Arjun|JainMob608318852//Razorpay*CReDIT Card2499,TRXNO0005637,12142024|Arjun|JainMob608318852,Razorpay*CReDIT Card2499,12142024,Arjun,JainMob608318852,Jain,608318852,608318852,,,,,Razorpay,CReDIT Card2499,credit card2499,credit card2499,2499,credit card,credit card,8,12,14,2024,TRXNO0005637,Arjun Jain,608318852,12/14/2024,Razorpay,Credit Card,2499,YouTube,Grow with Us
TRXNO0005638//12282024|Juhi|SharmaMob708678867//PayU*CReditC@rd1499,TRXNO0005638,12282024|Juhi|SharmaMob708678867,PayU*CReditC@rd1499,12282024,Juhi,SharmaMob708678867,Sharma,708678867,708678867,,,,,PayU,CReditC@rd1499,creditc@rd1499,credit card1499,1499,credit card,credit card,8,12,28,2024,TRXNO0005638,Juhi Sharma,708678867,12/28/2024,PayU,Credit Card,1499,Instagram,Train to Gain
TRXNO0005639//12132024|Ashish|GuptaMob708858875//PayU*Debit Card1499,TRXNO0005639,12132024|Ashish|GuptaMob708858875,PayU*Debit Card1499,12132024,Ashish,GuptaMob708858875,Gupta,708858875,708858875,,,,,PayU,Debit Card1499,debit card1499,debit card1499,1499,debit card,debit card,8,12,13,2024,TRXNO0005639,Ashish Gupta,708858875,12/13/2024,PayU,Debit Card,1499,Instagram,Unlock Your Potential
TRXNO0005640//12162024|TrishaA|ReddyMob708948879*GPay2499,TRXNO0005640,12162024|TrishaA|ReddyMob708948879*GPay2499,,12162024,TrishaA,ReddyMob708948879*GPay2499,Reddy,708948879*GPay2499,708948879,GPay2499,GPay2499,2499,Gpay,,,,,,,,8,12,16,2024,TRXNO0005640,Trishaa Reddy,708948879,12/16/2024,Gpay,UPI,2499,Instagram,Train to Gain
TRXNO0005641//12162024|Nikhil|TiwariMob609038883//Razorpay*Debit2499,TRXNO0005641,12162024|Nikhil|TiwariMob609038883,Razorpay*Debit2499,12162024,Nikhil,TiwariMob609038883,Tiwari,609038883,609038883,,,,,Razorpay,Debit2499,debit2499,debit2499,2499,debit,debit card,8,12,16,2024,TRXNO0005641,Nikhil Tiwari,609038883,12/16/2024,Razorpay,Debit Card,2499,YouTube,Unlock Your Potential
TRXNO0005642//12192024|Shivam|RaoMob704557855//Razorpay*Credit Card3499,TRXNO0005642,12192024|Shivam|RaoMob704557855,Razorpay*Credit Card3499,12192024,Shivam,RaoMob704557855,Rao,704557855,704557855,,,,,Razorpay,Credit Card3499,credit card3499,credit card3499,3499,credit card,credit card,8,12,19,2024,TRXNO0005642,Shivam Rao,704557855,12/19/2024,Razorpay,Credit Card,3499,YouTube,Train to Gain
TRXNO0005643//12232024|Jayant|ReddyMob605457893//PayU*Credit Card1499,TRXNO0005643,12232024|Jayant|ReddyMob605457893,PayU*Credit Card1499,12232024,Jayant,ReddyMob605457893,Reddy,605457893,605457893,,,,,PayU,Credit Card1499,credit card1499,credit card1499,1499,credit card,credit card,8,12,23,2024,TRXNO0005643,Jayant Reddy,605457893,12/23/2024,PayU,Credit Card,1499,YouTube,Unlock Your Potential
TRXNO0005644//12172024|Vikram|JainMob605547897//Razorpay*CreditC@rd2499,TRXNO0005644,12172024|Vikram|JainMob605547897,Razorpay*CreditC@rd2499,12172024,Vikram,JainMob605547897,Jain,605547897,605547897,,,,,Razorpay,CreditC@rd2499,creditc@rd2499,credit card2499,2499,credit card,credit card,8,12,17,2024,TRXNO0005644,Vikram Jain,605547897,12/17/2024,Razorpay,Credit Card,2499,Instagram,Unlock Your Potential
TRXNO0005645//12152024|Rohit|GuptaMob606267927//Razorpay*Debit Card2499,TRXNO0005645,12152024|Rohit|GuptaMob606267927,Razorpay*Debit Card2499,12152024,Rohit,GuptaMob606267927,Gupta,606267927,606267927,,,,,Razorpay,Debit Card2499,debit card2499,debit card2499,2499,debit card,debit card,8,12,15,2024,TRXNO0005645,Rohit Gupta,606267927,12/15/2024,Razorpay,Debit Card,2499,YouTube,Unlock Your Potential
TRXNO0005646//12262024|Uma|MalhotraMob706717946//PayU*CreditCard2499,TRXNO0005646,12262024|Uma|MalhotraMob706717946,PayU*CreditCard2499,12262024,Uma,MalhotraMob706717946,Malhotra,706717946,706717946,,,,,PayU,CreditCard2499,creditcard2499,credit card2499,2499,credit card,credit card,8,12,26,2024,TRXNO0005646,Uma Malhotra,706717946,12/26/2024,PayU,Credit Card,2499,Instagram,Grow with Us
TRXNO0005647//12242024|Jhanvi|YadavMob607707987*GoogleP@y2499,TRXNO0005647,12242024|Jhanvi|YadavMob607707987*GoogleP@y2499,,12242024,Jhanvi,YadavMob607707987*GoogleP@y2499,Yadav,607707987*GoogleP@y2499,607707987,GoogleP@y2499,GoogleP@y2499,2499,Googlep@Y,,,,,,,,8,12,24,2024,TRXNO0005647,Jhanvi Yadav,607707987,12/24/2024,Googlep@Y,UPI,2499,Instagram,Unlock Your Potential
TRXNO0005648//12232024|Nisha|BansalMob607977999//PayU*CReditC@rd3499,TRXNO0005648,12232024|Nisha|BansalMob607977999,PayU*CReditC@rd3499,12232024,Nisha,BansalMob607977999,Bansal,607977999,607977999,,,,,PayU,CReditC@rd3499,creditc@rd3499,credit card3499,3499,credit card,credit card,8,12,23,2024,TRXNO0005648,Nisha Bansal,607977999,12/23/2024,PayU,Credit Card,3499,Instagram,Train to Gain
TRXNO0005649//12222024|Kajal|VermaMob608428017//PayU*DebitCard2499,TRXNO0005649,12222024|Kajal|VermaMob608428017,PayU*DebitCard2499,12222024,Kajal,VermaMob608428017,Verma,608428017,608428017,,,,,PayU,DebitCard2499,debitcard2499,debit card2499,2499,debit card,debit card,8,12,22,2024,TRXNO0005649,Kajal Verma,608428017,12/22/2024,PayU,Debit Card,2499,Instagram,Train to Gain
TRXNO0005650//12222024|Urvashi|ReddyMob709418059//PayU*Credit_Card2499,TRXNO0005650,12222024|Urvashi|ReddyMob709418059,PayU*Credit_Card2499,12222024,Urvashi,ReddyMob709418059,Reddy,709418059,709418059,,,,,PayU,Credit_Card2499,credit_card2499,credit card2499,2499,credit card,credit card,8,12,22,2024,TRXNO0005650,Urvashi Reddy,709418059,12/22/2024,PayU,Credit Card,2499,YouTube,Train to Gain
TRXNO0005651//12262024|Manoj|VermaMob709688070//PayU*DebItC@rd2499,TRXNO0005651,12262024|Manoj|VermaMob709688070,PayU*DebItC@rd2499,12262024,Manoj,VermaMob709688070,Verma,709688070,709688070,,,,,PayU,DebItC@rd2499,debitc@rd2499,debit card2499,2499,debit card,debit card,8,12,26,2024,TRXNO0005651,Manoj Verma,709688070,12/26/2024,PayU,Debit Card,2499,Facebook,Train to Gain
TRXNO0005652//12192024|Sudarshan|AgarwalMob701218135//Razorpay*Debit_Card3499,TRXNO0005652,12192024|Sudarshan|AgarwalMob701218135,Razorpay*Debit_Card3499,12192024,Sudarshan,AgarwalMob701218135,Agarwal,701218135,701218135,,,,,Razorpay,Debit_Card3499,debit_card3499,debit card3499,3499,debit card,debit card,8,12,19,2024,TRXNO0005652,Sudarshan Agarwal,701218135,12/19/2024,Razorpay,Debit Card,3499,Instagram,Train to Gain
TRXNO0005653//12262024|Yuvraj|ChoudharyMob601938165//PayU*CreditCard2499,TRXNO0005653,12262024|Yuvraj|ChoudharyMob601938165,PayU*CreditCard2499,12262024,Yuvraj,ChoudharyMob601938165,Choudhary,601938165,601938165,,,,,PayU,CreditCard2499,creditcard2499,credit card2499,2499,credit card,credit card,8,12,26,2024,TRXNO0005653,Yuvraj Choudhary,601938165,12/26/2024,PayU,Credit Card,2499,Instagram,Unlock Your Potential
TRXNO0005654//12232024|Shraddha|ChoudharyMob702478187*Google pay1499,TRXNO0005654,12232024|Shraddha|ChoudharyMob702478187*Google pay1499,,12232024,Shraddha,ChoudharyMob702478187*Google pay1499,Choudhary,702478187*Google pay1499,702478187,Google pay1499,Google pay1499,1499,Google Pay,,,,,,,,8,12,23,2024,TRXNO0005654,Shraddha Choudhary,702478187,12/23/2024,Google Pay,UPI,1499,YouTube,Train to Gain
TRXNO0005655//12202024|Ravi|YadaVMob603378225//PayU*Debit Card2499,TRXNO0005655,12202024|Ravi|YadaVMob603378225,PayU*Debit Card2499,12202024,Ravi,YadaVMob603378225,YadaV,603378225,603378225,,,,,PayU,Debit Card2499,debit card2499,debit card2499,2499,debit card,debit card,8,12,20,2024,TRXNO0005655,Ravi Yadav,603378225,12/20/2024,PayU,Debit Card,2499,Instagram,Unlock Your Potential
TRXNO0005656//12222024|Preeti|BansalMob703468229//Razorpay*CredIt Card2499,TRXNO0005656,12222024|Preeti|BansalMob703468229,Razorpay*CredIt Card2499,12222024,Preeti,BansalMob703468229,Bansal,703468229,703468229,,,,,Razorpay,CredIt Card2499,credit card2499,credit card2499,2499,credit card,credit card,8,12,22,2024,TRXNO0005656,Preeti Bansal,703468229,12/22/2024,Razorpay,Credit Card,2499,Instagram,Train to Gain
TRXNO0005657//12222024|Deepak|GuptaMob703558233//Razorpay*CreditC@rd3499,TRXNO0005657,12222024|Deepak|GuptaMob703558233,Razorpay*CreditC@rd3499,12222024,Deepak,GuptaMob703558233,Gupta,703558233,703558233,,,,,Razorpay,CreditC@rd3499,creditc@rd3499,credit card3499,3499,credit card,credit card,8,12,22,2024,TRXNO0005657,Deepak Gupta,703558233,12/22/2024,Razorpay,Credit Card,3499,Instagram,Train to Gain
TRXNO0005658//12172024|Shraddha|MehtaMob703648237//Razorpay*DebitCard3499,TRXNO0005658,12172024|Shraddha|MehtaMob703648237,Razorpay*DebitCard3499,12172024,Shraddha,MehtaMob703648237,Mehta,703648237,703648237,,,,,Razorpay,DebitCard3499,debitcard3499,debit card3499,3499,debit card,debit card,8,12,17,2024,TRXNO0005658,Shraddha Mehta,703648237,12/17/2024,Razorpay,Debit Card,3499,Instagram,Train to Gain
TRXNO0005659//12272024|Pranav|SharmaMob603738240//Razorpay*Debit C@rd2499,TRXNO0005659,12272024|Pranav|SharmaMob603738240,Razorpay*Debit C@rd2499,12272024,Pranav,SharmaMob603738240,Sharma,603738240,603738240,,,,,Razorpay,Debit C@rd2499,debit c@rd2499,debit card2499,2499,debit card,debit card,8,12,27,2024,TRXNO0005659,Pranav Sharma,603738240,12/27/2024,Razorpay,Debit Card,2499,Instagram,Unlock Your Potential
TRXNO0005660//12232024|HarinI|ChoudharyMob604098255//Razorpay*Debit2499,TRXNO0005660,12232024|HarinI|ChoudharyMob604098255,Razorpay*Debit2499,12232024,HarinI,ChoudharyMob604098255,Choudhary,604098255,604098255,,,,,Razorpay,Debit2499,debit2499,debit2499,2499,debit,debit card,8,12,23,2024,TRXNO0005660,Harini Choudhary,604098255,12/23/2024,Razorpay,Debit Card,2499,Instagram,Unlock Your Potential
TRXNO0005661//12232024|Karishma|MehtaMob704278263//Razorpay*CredItCard2499,TRXNO0005661,12232024|Karishma|MehtaMob704278263,Razorpay*CredItCard2499,12232024,Karishma,MehtaMob704278263,Mehta,704278263,704278263,,,,,Razorpay,CredItCard2499,creditcard2499,credit card2499,2499,credit card,credit card,8,12,23,2024,TRXNO0005661,Karishma Mehta,704278263,12/23/2024,Razorpay,Credit Card,2499,Facebook,Train to Gain
